Loan_Id,Bank_Name,Loan_Type,Interest_Rate,Age,Gender,Annual_Income,Monthly_Emi,Years_of_Credit_History,Credit_Score,Loan_Amount,Tenure,Margin,Processing_Fee,Rating
5292,KOTAK MAHINDRA,Home,6.7,53,1,964345,19769,18.6,786,2948000,30,75,22110,4.3
5293,KOTAK MAHINDRA,Home,6.7,39,0,1506453,18203,20,778,4542000,30,75,34065,4.3
5294,KOTAK MAHINDRA,Education,10.5,58,0,928055,13921,18.4,793,3481000,12,85,0,4.3
5295,KOTAK MAHINDRA,Automobile,6.5,53,1,1522983,29317,37.9,806,281400,7,90,4000,4.3
5296,KOTAK MAHINDRA,Education,11.5,44,1,1410180,3972,16,750,4820000,12,85,0,4.3
5297,KOTAK MAHINDRA,Home,6.7,35,0,1788508,16842,15,787,5621000,30,75,42157.5,4.3
5298,KOTAK MAHINDRA,Education,10.5,59,0,842859,4650,13.2,811,2923000,12,85,0,4.3
5299,KOTAK MAHINDRA,Home,6.7,41,0,1191129,28687,16.4,753,3499000,30,75,26242.5,4.3
5300,KOTAK MAHINDRA,Automobile,8.5,39,1,1396994,24098,8.5,721,479500,7,90,4000,4.3
5301,KOTAK MAHINDRA,Education,11.5,57,1,999856,8257,32.9,815,4173000,12,85,0,4.3
5302,KOTAK MAHINDRA,Home,6.5,33,1,1330000,22610,10.4,822,3439000,30,75,25792.5,4.3
5303,KOTAK MAHINDRA,Automobile,6.5,50,1,1505712,35422,29.9,818,281700,7,90,4000,4.3
5304,KOTAK MAHINDRA,Home,6.7,27,1,1000350,26176,22.6,799,3707000,30,75,27802.5,4.3
5305,KOTAK MAHINDRA,Home,6.5,58,1,2109646,27601,19.2,821,3853000,30,75,28897.5,4.3
5306,KOTAK MAHINDRA,Automobile,7.5,27,1,1049845,29571,29.9,761,398100,7,90,4000,4.3
5307,KOTAK MAHINDRA,Automobile,7.5,27,0,2445300,10454,16.7,777,296300,7,90,4000,4.3
5308,KOTAK MAHINDRA,Automobile,7.5,28,1,1936290,38080,24.9,777,441100,7,90,4000,4.3
5309,KOTAK MAHINDRA,Automobile,7.5,54,0,1586899,23804,12.7,781,323700,7,90,4000,4.3
5310,KOTAK MAHINDRA,Education,10.5,59,0,1273000,9908,11.6,797,3292000,12,85,0,4.3
5311,KOTAK MAHINDRA,Education,10.5,55,0,701727,2228,27,818,3704000,12,85,0,4.3
5312,KOTAK MAHINDRA,Education,10.5,42,0,768550,14731,23.7,808,3426000,12,85,0,4.3
5313,KOTAK MAHINDRA,Education,10.5,39,0,944490,14640,32.5,778,3298000,12,85,0,4.3
5314,KOTAK MAHINDRA,Home,6.7,54,1,1716156,15159,33.5,780,3374000,30,75,25305,4.3
5315,KOTAK MAHINDRA,Education,11.5,45,1,1955499,21347,16.3,795,3814000,12,85,0,4.3
5316,KOTAK MAHINDRA,Education,10.5,55,0,1224873,24804,28.9,814,4481000,12,85,0,4.3
5317,KOTAK MAHINDRA,Education,10.5,51,0,1312976,10351,19.7,817,2896000,12,85,0,4.3
5318,KOTAK MAHINDRA,Home,6.7,41,1,1582928,38122,14.1,751,4838000,30,75,36285,4.3
5319,KOTAK MAHINDRA,Automobile,6.5,43,0,1006373,2810,23.8,814,384100,7,90,4000,4.3
5320,KOTAK MAHINDRA,Education,11.5,52,1,1887213,35700,19.1,802,5192000,12,85,0,4.3
5321,KOTAK MAHINDRA,Education,10.5,41,0,1029591,18112,18.5,811,3170000,12,85,0,4.3
5322,KOTAK MAHINDRA,Home,6.7,37,1,2323700,13749,18.5,779,4795000,30,75,35962.5,4.3
5323,KOTAK MAHINDRA,Education,11.5,34,1,960925,2979,14.5,799,3314000,12,85,0,4.3
5324,KOTAK MAHINDRA,Home,6.5,45,1,906072,22425,8.8,801,3298000,30,75,24735,4.3
5325,KOTAK MAHINDRA,Automobile,6.5,40,0,557688,10856,13.4,810,319500,7,90,4000,4.3
5326,KOTAK MAHINDRA,Education,10.5,27,0,1708290,28329,9.5,794,3493000,12,85,0,4.3
5327,KOTAK MAHINDRA,Home,6.7,31,0,1153224,33251,17.4,798,3314000,30,75,24855,4.3
5328,KOTAK MAHINDRA,Home,6.7,31,1,1600788,29348,31.4,761,3759000,30,75,28192.5,4.3
5329,KOTAK MAHINDRA,Home,6.5,32,1,1447800,25940,37.3,808,3478000,30,75,26085,4.3
5330,KOTAK MAHINDRA,Automobile,6.5,56,0,550316,6420,9.2,815,347500,7,90,4000,4.3
5331,KOTAK MAHINDRA,Home,6.7,44,1,1642740,34634,22.5,752,4804000,30,75,36030,4.3
5332,KOTAK MAHINDRA,Education,11.5,28,1,1334389,28467,20.6,784,4603000,12,85,0,4.3
5333,KOTAK MAHINDRA,Home,6.5,24,0,2092090,2633,4.7,811,5789000,30,75,43417.5,4.3
5334,KOTAK MAHINDRA,Education,10.5,53,0,1249706,9904,12,777,3070000,12,85,0,4.3
5335,KOTAK MAHINDRA,Education,11.5,54,1,725344,15172,9.7,787,3634000,12,85,0,4.3
5336,KOTAK MAHINDRA,Automobile,6.5,24,1,766308,11935,26.6,802,357900,7,90,4000,4.3
5337,KOTAK MAHINDRA,Education,11.5,33,1,282891,7143,22.5,788,2893000,12,85,0,4.3
5338,KOTAK MAHINDRA,Home,6.7,31,1,569031,7445,14.2,800,2859000,30,75,21442.5,4.3
5339,KOTAK MAHINDRA,Automobile,7.5,24,1,876356,21398,9,796,360600,7,90,4000,4.3
5340,KOTAK MAHINDRA,Education,10.5,27,0,1931920,27369,19.8,732,3350000,12,85,0,4.3
5341,KOTAK MAHINDRA,Home,6.7,30,1,452542,6826,18.9,777,2850000,30,75,21375,4.3
5342,KOTAK MAHINDRA,Automobile,7.5,30,1,666064,8437,18.4,795,283500,7,90,4000,4.3
5343,KOTAK MAHINDRA,Education,10.5,30,0,895071,2081,14.5,777,3533000,12,85,0,4.3
5344,KOTAK MAHINDRA,Automobile,6.5,32,0,1317536,6972,16,819,490200,7,90,4000,4.3
5345,KOTAK MAHINDRA,Education,10.5,47,0,870903,11467,16.5,758,3728000,12,85,0,4.3
5346,KOTAK MAHINDRA,Automobile,7.5,28,0,752780,5721,18.7,800,310300,7,90,4000,4.3
5347,KOTAK MAHINDRA,Automobile,6.5,59,1,1534288,26722,22.7,801,412100,7,90,4000,4.3
5348,KOTAK MAHINDRA,Automobile,7.5,38,0,871587,17650,6.4,786,318200,7,90,4000,4.3
5349,KOTAK MAHINDRA,Home,6.5,52,0,1524104,15622,27.3,813,3844000,30,75,28830,4.3
5350,KOTAK MAHINDRA,Home,6.5,37,0,1261372,11247,15.8,808,3152000,30,75,23640,4.3
5351,KOTAK MAHINDRA,Education,11.5,35,1,925775,18978,16,798,4060000,12,85,0,4.3
5352,KOTAK MAHINDRA,Home,6.7,56,0,1715491,9049,21.5,788,2814000,30,75,21105,4.3
5353,KOTAK MAHINDRA,Automobile,7.5,51,0,959804,21675,17.4,777,296000,7,90,4000,4.3
5354,KOTAK MAHINDRA,Home,6.7,48,1,1324110,13131,22.5,767,4734000,30,75,35505,4.3
5355,KOTAK MAHINDRA,Home,6.7,37,0,1133388,10295,23.6,789,2951000,30,75,22132.5,4.3
5356,KOTAK MAHINDRA,Home,6.5,50,0,1599002,12179,13.8,803,4783000,30,75,35872.5,4.3
5357,KOTAK MAHINDRA,Automobile,7.5,36,1,964915,8443,17,795,365200,7,90,4000,4.3
5358,KOTAK MAHINDRA,Education,10.5,41,0,1231675,21144,27.8,782,3027000,12,85,0,4.3
5359,KOTAK MAHINDRA,Education,10.5,29,0,1932680,26897,17,791,3591000,12,85,0,4.3
5360,KOTAK MAHINDRA,Automobile,7.5,53,1,957600,7358,23.6,787,347800,7,90,4000,4.3
5361,KOTAK MAHINDRA,Automobile,7.5,44,0,982737,23095,14.1,768,343900,7,90,4000,4.3
5362,KOTAK MAHINDRA,Education,11.5,34,1,1592333,18259,19.1,789,2835000,12,85,0,4.3
5363,KOTAK MAHINDRA,Automobile,6.5,50,0,646190,8508,15,807,298100,7,90,4000,4.3
5364,KOTAK MAHINDRA,Home,6.5,40,1,1494768,14699,19,808,3158000,30,75,23685,4.3
5365,KOTAK MAHINDRA,Home,6.7,24,0,848160,8411,10.3,793,4097000,30,75,30727.5,4.3
5366,KOTAK MAHINDRA,Education,11.5,28,1,950703,14340,12.5,704,3292000,12,85,0,4.3
5367,KOTAK MAHINDRA,Automobile,7.5,54,1,2543188,20367,34,793,434100,7,90,4000,4.3
5368,KOTAK MAHINDRA,Education,11.5,48,1,929328,3895,10,802,2908000,12,85,0,4.3
5369,KOTAK MAHINDRA,Home,6.7,27,1,1770705,16231,24,798,3881000,30,75,29107.5,4.3
5370,KOTAK MAHINDRA,Education,11.5,54,1,958265,19325,11.8,818,3173000,12,85,0,4.3
5371,KOTAK MAHINDRA,Education,11.5,26,1,9336600,15717,11.1,798,2890000,12,85,0,4.3
5372,KOTAK MAHINDRA,Education,11.5,43,1,1192364,14408,17.6,785,3719000,12,85,0,4.3
5373,KOTAK MAHINDRA,Automobile,6.5,54,0,836874,8090,31,810,387400,7,90,4000,4.3
5374,KOTAK MAHINDRA,Education,11.5,29,1,624340,8741,8.5,697,3158000,12,85,0,4.3
5375,KOTAK MAHINDRA,Home,6.7,25,1,1229870,24802,27.3,751,4234000,30,75,31755,4.3
5376,KOTAK MAHINDRA,Home,6.7,45,0,1398495,9790,18.9,770,3057000,30,75,22927.5,4.3
5377,KOTAK MAHINDRA,Home,6.7,50,0,1731375,35493,19.4,767,3259000,30,75,24442.5,4.3
5378,KOTAK MAHINDRA,Automobile,6.5,25,1,1296066,5821,23,806,289300,7,90,4000,4.3
5379,KOTAK MAHINDRA,Home,6.7,38,0,870295,13780,16.6,751,4222000,30,75,31665,4.3
5380,KOTAK MAHINDRA,Education,10.5,49,0,3371094,26688,12.1,816,3158000,12,85,0,4.3
5381,KOTAK MAHINDRA,Automobile,7.5,55,0,1463057,12192,16.4,782,385600,7,90,4000,4.3
5382,KOTAK MAHINDRA,Automobile,6.5,54,1,2416268,45708,18.2,803,621300,7,90,4000,4.3
5383,KOTAK MAHINDRA,Home,6.7,34,0,1899620,28336,17.8,798,3286000,30,75,24645,4.3
5384,KOTAK MAHINDRA,Education,10.5,54,0,1484736,15590,22.5,784,3152000,12,85,0,4.3
5385,KOTAK MAHINDRA,Education,10.5,38,0,1829738,30038,15.7,818,3698000,12,85,0,4.3
5386,KOTAK MAHINDRA,Automobile,7.5,28,0,1283108,18605,18.6,783,530400,7,90,4000,4.3
5387,KOTAK MAHINDRA,Education,10.5,27,0,1259396,5079,13.6,820,3170000,12,85,0,4.3
5388,KOTAK MAHINDRA,Automobile,7.5,49,1,2454933,25777,16.5,787,323100,7,90,4000,4.3
5389,KOTAK MAHINDRA,Education,11.5,50,1,478477,7895,12.5,746,3259000,12,85,0,4.3
5390,KOTAK MAHINDRA,Home,6.7,35,0,767904,21757,18.6,755,3615000,30,75,27112.5,4.3
5391,KOTAK MAHINDRA,Automobile,7.5,25,0,486894,4950,29.4,794,408500,7,90,4000,4.3
5392,KOTAK MAHINDRA,Education,10.5,48,0,1415994,40120,13.3,778,3405000,12,85,0,4.3
5393,KOTAK MAHINDRA,Education,10.5,51,0,765168,9756,8.7,750,3469000,12,85,0,4.3
5394,KOTAK MAHINDRA,Education,10.5,42,0,572451,17412,11.7,785,3170000,12,85,0,4.3
5395,KOTAK MAHINDRA,Automobile,7.5,35,0,2362080,16790,26.8,774,479500,7,90,4000,4.3
5396,KOTAK MAHINDRA,Home,6.5,55,0,1544168,21747,31.2,803,3725000,30,75,27937.5,4.3
5397,KOTAK MAHINDRA,Home,6.5,45,1,1731223,21352,15,810,4823000,30,75,36172.5,4.3
5398,KOTAK MAHINDRA,Home,6.7,31,0,1342236,22371,22.1,756,3862000,30,75,28965,4.3
5399,KOTAK MAHINDRA,Automobile,7.5,38,0,1323616,14008,15.7,778,356700,7,90,4000,4.3
5400,KOTAK MAHINDRA,Automobile,7.5,35,0,2330350,35344,17.7,779,447200,7,90,4000,4.3
5401,KOTAK MAHINDRA,Education,10.5,41,0,3921885,43794,19.4,817,3512000,12,85,0,4.3
5402,KOTAK MAHINDRA,Education,11.5,33,1,2015957,14028,6.8,799,3231000,12,85,0,4.3
5403,KOTAK MAHINDRA,Automobile,8.5,46,0,697034,12546,7.4,749,336200,7,90,4000,4.3
5404,KOTAK MAHINDRA,Education,11.5,40,1,1377861,22390,16.9,791,3326000,12,85,0,4.3
5405,KOTAK MAHINDRA,Education,11.5,51,1,1291962,11951,22.5,807,4213000,12,85,0,4.3
5406,KOTAK MAHINDRA,Education,11.5,30,1,990394,10812,14.5,807,3853000,12,85,0,4.3
5407,KOTAK MAHINDRA,Automobile,7.5,38,1,1937430,8267,29.8,790,321600,7,90,4000,4.3
5408,KOTAK MAHINDRA,Automobile,7.5,57,0,658407,9218,15.3,793,367000,7,90,4000,4.3
5409,KOTAK MAHINDRA,Automobile,7.5,56,1,4939012,51860,32.9,776,383800,7,90,4000,4.3
5410,KOTAK MAHINDRA,Automobile,7.5,47,0,676742,15847,19.6,800,301200,7,90,4000,4.3
5411,KOTAK MAHINDRA,Home,6.5,38,1,2292084,17974,38.8,807,3509000,30,75,26317.5,4.3
5412,KOTAK MAHINDRA,Home,6.7,33,0,811452,9602,14.5,790,3536000,30,75,26520,4.3
5413,KOTAK MAHINDRA,Home,6.5,41,1,1987229,18051,27,817,3902000,30,75,29265,4.3
5414,KOTAK MAHINDRA,Education,10.5,53,0,1527923,20245,38,745,3682000,12,85,0,4.3
5415,KOTAK MAHINDRA,Automobile,6.5,25,0,1221719,23314,14.3,814,438400,7,90,4000,4.3
5416,KOTAK MAHINDRA,Automobile,7.5,43,1,1545384,17128,18,785,413400,7,90,4000,4.3
5417,KOTAK MAHINDRA,Automobile,7.5,29,0,510340,8974,17,760,304200,7,90,4000,4.3
5418,KOTAK MAHINDRA,Automobile,7.5,34,1,1779312,9475,11.8,771,359700,7,90,4000,4.3
5419,KOTAK MAHINDRA,Home,6.7,45,1,965770,15372,7.4,760,3756000,30,75,28170,4.3
5420,KOTAK MAHINDRA,Home,6.7,34,1,2352333,29012,16.8,752,4899000,30,75,36742.5,4.3
5421,KOTAK MAHINDRA,Home,6.7,52,1,764940,4245,6.5,800,3512000,30,75,26340,4.3
5422,KOTAK MAHINDRA,Home,6.7,27,0,944015,15026,16.2,769,3963000,30,75,29722.5,4.3
5423,KOTAK MAHINDRA,Home,6.5,39,0,1019711,11642,21.8,817,3152000,30,75,23640,4.3
5424,KOTAK MAHINDRA,Automobile,7.5,37,0,326002,5298,17.1,790,307000,7,90,4000,4.3
5425,KOTAK MAHINDRA,Education,10.5,38,0,1824019,40888,27,814,5097000,12,85,0,4.3
5426,KOTAK MAHINDRA,Education,11.5,30,1,994023,29490,10.6,810,2978000,12,85,0,4.3
5427,KOTAK MAHINDRA,Automobile,10.9,37,1,1242714,11702,19.1,699,449300,7,90,4000,4.3
5428,KOTAK MAHINDRA,Education,10.5,54,0,1983638,39507,23,817,3405000,12,85,0,4.3
5429,KOTAK MAHINDRA,Automobile,6.5,57,0,1224284,12549,26.8,818,352700,7,90,4000,4.3
5430,KOTAK MAHINDRA,Education,10.5,28,0,876793,14248,9.3,803,3137000,12,85,0,4.3
5431,KOTAK MAHINDRA,Education,11.5,43,1,966359,13771,16.5,808,3155000,12,85,0,4.3
5432,KOTAK MAHINDRA,Automobile,7.5,31,1,1028356,20224,11,771,380700,7,90,4000,4.3
5433,KOTAK MAHINDRA,Education,11.5,54,1,839192,1399,19.5,746,3155000,12,85,0,4.3
5434,KOTAK MAHINDRA,Education,10.5,29,0,1155960,14353,17,797,3384000,12,85,0,4.3
5435,KOTAK MAHINDRA,Home,6.5,44,1,1129740,18264,16.9,803,4225000,30,75,31687.5,4.3
5436,KOTAK MAHINDRA,Home,6.7,45,1,1789439,26991,9.7,798,3298000,30,75,24735,4.3
5437,KOTAK MAHINDRA,Home,6.7,43,0,1486009,37274,14.3,800,4999000,30,75,37492.5,4.3
5438,KOTAK MAHINDRA,Automobile,7.5,36,0,3337977,24311,16.8,793,737100,7,90,4000,4.3
5439,KOTAK MAHINDRA,Education,11.5,29,1,965675,10703,19.7,786,3567000,12,85,0,4.3
5440,KOTAK MAHINDRA,Education,11.5,42,1,1414740,12261,19.6,819,3564000,12,85,0,4.3
5441,KOTAK MAHINDRA,Home,6.5,52,1,1158696,1641,20.8,821,4499000,30,75,33742.5,4.3
5442,KOTAK MAHINDRA,Automobile,6.5,56,0,2131800,20074,16.5,818,386500,7,90,4000,4.3
5443,KOTAK MAHINDRA,Home,6.7,28,0,2526563,33687,25.5,769,4557000,30,75,34177.5,4.3
5444,KOTAK MAHINDRA,Home,6.7,24,0,1515934,13896,11.4,799,3466000,30,75,25995,4.3
5445,KOTAK MAHINDRA,Education,10.5,34,0,973560,16875,9.2,787,2862000,12,85,0,4.3
5446,KOTAK MAHINDRA,Education,10.5,53,0,1416507,22428,32,807,3676000,12,85,0,4.3
5447,KOTAK MAHINDRA,Education,11.5,42,1,2068682,20170,21,788,3692000,12,85,0,4.3
5448,KOTAK MAHINDRA,Automobile,8.5,58,1,2124067,34693,15,731,454200,7,90,4000,4.3
5449,KOTAK MAHINDRA,Education,10.5,56,0,1679220,26448,16.5,788,3158000,12,85,0,4.3
5450,KOTAK MAHINDRA,Education,10.5,51,0,1761072,34047,23.4,766,3926000,12,85,0,4.3
5451,KOTAK MAHINDRA,Home,6.5,30,1,2633134,8514,28.3,820,3362000,30,75,25215,4.3
5452,KOTAK MAHINDRA,Home,6.7,57,0,2487043,54508,44.7,776,3307000,30,75,24802.5,4.3
5453,KOTAK MAHINDRA,Home,6.7,47,0,1907410,6883,16.9,751,4856000,30,75,36420,4.3
5454,KOTAK MAHINDRA,Home,6.7,38,0,904115,21774,9.3,795,3036000,30,75,22770,4.3
5455,KOTAK MAHINDRA,Home,6.7,26,0,1892400,9446,35.5,753,4067000,30,75,30502.5,4.3
5456,KOTAK MAHINDRA,Education,11.5,34,1,2390675,21715,36.1,821,5960000,12,85,0,4.3
5457,KOTAK MAHINDRA,Home,6.5,42,1,859199,8456,15.1,818,2905000,30,75,21787.5,4.3
5458,KOTAK MAHINDRA,Education,10.5,45,0,955795,13859,22.5,802,2835000,12,85,0,4.3
5459,KOTAK MAHINDRA,Home,6.7,32,1,717459,11659,13.4,767,3637000,30,75,27277.5,4.3
5460,KOTAK MAHINDRA,Home,6.7,53,1,1123014,8731,8.8,772,4085000,30,75,30637.5,4.3
5461,KOTAK MAHINDRA,Home,6.7,33,0,2900730,17308,28.6,762,4887000,30,75,36652.5,4.3
5462,KOTAK MAHINDRA,Education,11.5,52,1,465082,5465,8.9,788,3219000,12,85,0,4.3
5463,KOTAK MAHINDRA,Automobile,8.5,53,1,333583,9285,15,741,296300,7,90,4000,4.3
5464,KOTAK MAHINDRA,Education,10.5,31,0,3429234,25433,11.1,808,4789000,12,85,0,4.3
5465,KOTAK MAHINDRA,Automobile,7.5,30,1,905711,11321,20.1,781,316400,7,90,4000,4.3
5466,KOTAK MAHINDRA,Education,11.5,51,1,1010534,16589,10.1,779,3734000,12,85,0,4.3
5467,KOTAK MAHINDRA,Home,6.5,58,1,1879290,25997,21.6,813,3826000,30,75,28695,4.3
5468,KOTAK MAHINDRA,Home,6.7,59,0,1325079,24735,19.1,794,3835000,30,75,28762.5,4.3
5469,KOTAK MAHINDRA,Automobile,7.5,56,0,852701,27073,9.9,780,363400,7,90,4000,4.3
5470,KOTAK MAHINDRA,Education,11.5,42,1,1242410,20914,17.5,810,3106000,12,85,0,4.3
5471,KOTAK MAHINDRA,Automobile,6.5,35,0,2021049,38568,25,817,421300,7,90,4000,4.3
5472,KOTAK MAHINDRA,Home,6.7,34,1,2295371,20276,18.9,758,3451000,30,75,25882.5,4.3
5473,KOTAK MAHINDRA,Home,6.7,27,0,1461613,30450,18.1,785,3856000,30,75,28920,4.3
5474,KOTAK MAHINDRA,Automobile,8.5,48,1,1120772,23443,14.8,749,445100,7,90,4000,4.3
5475,KOTAK MAHINDRA,Automobile,7.5,42,1,1166676,27903,18.4,764,394800,7,90,4000,4.3
5476,KOTAK MAHINDRA,Automobile,7.5,25,1,1452797,20702,11.5,794,338700,7,90,4000,4.3
5477,KOTAK MAHINDRA,Education,10.5,42,0,847305,13345,10.8,810,3637000,12,85,0,4.3
5478,KOTAK MAHINDRA,Automobile,8.5,27,0,797012,12792,14,720,382300,7,90,4000,4.3
5479,KOTAK MAHINDRA,Home,6.5,43,0,1680246,18203,15,801,4737000,30,75,35527.5,4.3
5480,KOTAK MAHINDRA,Automobile,7.5,42,1,1613005,41131,13.2,787,341400,7,90,4000,4.3
5481,KOTAK MAHINDRA,Automobile,7.5,52,1,2654148,10395,19,790,383800,7,90,4000,4.3
5482,KOTAK MAHINDRA,Education,10.5,31,0,939569,3782,20.3,780,5304000,12,85,0,4.3
5483,KOTAK MAHINDRA,Automobile,7.5,29,0,2429739,20653,19.7,794,342600,7,90,4000,4.3
5484,KOTAK MAHINDRA,Home,6.7,26,1,3432027,51766,21.6,786,4801000,30,75,36007.5,4.3
5485,KOTAK MAHINDRA,Education,11.5,32,1,854145,18008,11.6,791,3320000,12,85,0,4.3
5486,KOTAK MAHINDRA,Education,10.5,44,0,1145795,3676,15,814,2966000,12,85,0,4.3
5487,KOTAK MAHINDRA,Education,10.5,59,0,1941287,38988,27.4,815,5624000,12,85,0,4.3
5488,KOTAK MAHINDRA,Home,6.5,30,0,1168614,18211,10.3,810,4042000,30,75,30315,4.3
5489,KOTAK MAHINDRA,Home,6.5,25,1,1159703,16429,32.5,821,3304000,30,75,24780,4.3
5490,KOTAK MAHINDRA,Education,11.5,35,1,2108791,29523,16.8,821,3551000,12,85,0,4.3
5491,KOTAK MAHINDRA,Home,6.7,48,0,545243,14313,14.5,790,4999000,30,75,37492.5,4.3
5492,KOTAK MAHINDRA,Automobile,7.5,34,1,2314523,17880,11.1,797,282000,7,90,4000,4.3
5493,KOTAK MAHINDRA,Automobile,7.5,32,1,1610155,24555,14.4,770,350300,7,90,4000,4.3
5494,KOTAK MAHINDRA,Education,10.5,27,0,1311779,23940,15.6,767,3966000,12,85,0,4.3
5495,KOTAK MAHINDRA,Education,11.5,47,1,1037400,15475,16.6,786,4749000,12,85,0,4.3
5496,KOTAK MAHINDRA,Education,11.5,28,1,2853895,41619,21,811,4881000,12,85,0,4.3
5497,KOTAK MAHINDRA,Automobile,6.5,38,0,957505,10054,10,815,357900,7,90,4000,4.3
5498,KOTAK MAHINDRA,Automobile,6.5,48,0,1441967,34487,10.4,808,358500,7,90,4000,4.3
5499,KOTAK MAHINDRA,Education,11.5,54,1,1365606,13997,13.9,732,3911000,12,85,0,4.3
5500,KOTAK MAHINDRA,Automobile,7.5,26,0,1813664,27205,13.1,791,404800,7,90,4000,4.3
5501,KOTAK MAHINDRA,Education,10.5,42,0,2324251,37963,22.5,799,6073000,12,85,0,4.3
5502,KOTAK MAHINDRA,Education,11.5,30,1,768284,24265,16.4,790,4176000,12,85,0,4.3
5503,KOTAK MAHINDRA,Education,11.5,54,1,1109011,28557,10,790,4585000,12,85,0,4.3
5504,KOTAK MAHINDRA,Education,10.5,42,0,1208210,15707,14.2,772,2957000,12,85,0,4.3
5505,KOTAK MAHINDRA,Home,6.7,36,1,426493,6611,12.3,752,2893000,30,75,21697.5,4.3
5506,KOTAK MAHINDRA,Home,6.5,54,1,1144978,10686,16,811,3506000,30,75,26295,4.3
5507,KOTAK MAHINDRA,Education,11.5,57,1,2218098,23845,21.7,810,2996000,12,85,0,4.3
5508,KOTAK MAHINDRA,Automobile,8.5,51,0,393490,3410,9.8,739,310900,7,90,4000,4.3
5509,KOTAK MAHINDRA,Home,6.5,24,1,754471,9871,27.9,810,2814000,30,75,21105,4.3
5510,KOTAK MAHINDRA,Home,6.5,31,1,829977,13557,19.9,818,3814000,30,75,28605,4.3
5511,KOTAK MAHINDRA,Home,6.7,46,0,1395664,21982,17.4,791,3905000,30,75,29287.5,4.3
5512,KOTAK MAHINDRA,Education,10.5,31,0,218652,968,10.1,811,3810000,12,85,0,4.3
5513,KOTAK MAHINDRA,Automobile,7.5,24,0,1380160,18172,10.8,768,499000,7,90,4000,4.3
5514,KOTAK MAHINDRA,Home,6.5,43,0,1127631,16539,14.8,817,4003000,30,75,30022.5,4.3
5515,KOTAK MAHINDRA,Automobile,7.5,44,0,2857980,28818,18.5,795,697500,7,90,4000,4.3
5516,KOTAK MAHINDRA,Home,6.7,35,0,3367902,24529,18.7,789,4536000,30,75,34020,4.3
5517,KOTAK MAHINDRA,Education,11.5,24,1,897218,10841,20.7,781,4170000,12,85,0,4.3
5518,KOTAK MAHINDRA,Home,6.7,52,1,1031776,25365,11.6,789,4512000,30,75,33840,4.3
5519,KOTAK MAHINDRA,Automobile,7.5,38,1,604390,2448,12.9,788,300900,7,90,4000,4.3
5520,KOTAK MAHINDRA,Home,6.5,59,1,995923,18839,12.5,815,3161000,30,75,23707.5,4.3
5521,KOTAK MAHINDRA,Automobile,6.5,33,0,2100241,27128,32.2,816,548700,7,90,4000,4.3
5522,KOTAK MAHINDRA,Home,6.7,57,1,976144,14235,10.5,791,5121000,30,75,38407.5,4.3
5523,KOTAK MAHINDRA,Automobile,7.5,58,1,948860,4309,7.6,782,283200,7,90,4000,4.3
5524,KOTAK MAHINDRA,Home,6.7,43,0,371678,7031,7.2,791,5121000,30,75,38407.5,4.3
5525,KOTAK MAHINDRA,Education,10.5,33,0,778449,7136,29,819,3021000,12,85,0,4.3
5526,KOTAK MAHINDRA,Home,6.5,42,1,1308321,8580,29.9,811,3356000,30,75,25170,4.3
5527,KOTAK MAHINDRA,Automobile,7.5,59,1,782838,8285,12.7,785,460300,7,90,4000,4.3
5528,KOTAK MAHINDRA,Home,6.5,30,1,1815108,30554,18.3,821,4929000,30,75,36967.5,4.3
5529,KOTAK MAHINDRA,Home,6.7,38,1,1594822,27776,16,791,3161000,30,75,23707.5,4.3
5530,KOTAK MAHINDRA,Education,11.5,38,1,1113381,20691,15.9,801,4225000,12,85,0,4.3
5531,KOTAK MAHINDRA,Education,11.5,39,1,566637,10200,15.4,801,3182000,12,85,0,4.3
5532,KOTAK MAHINDRA,Education,10.5,46,0,2182549,26918,13,767,4472000,12,85,0,4.3
5533,KOTAK MAHINDRA,Automobile,8.5,40,1,1938950,7497,14.6,721,374000,7,90,4000,4.3
5534,KOTAK MAHINDRA,Education,10.5,35,0,1587393,22885,13.9,814,5222000,12,85,0,4.3
5535,KOTAK MAHINDRA,Automobile,8.5,58,0,2062830,33865,18.8,702,415200,7,90,4000,4.3
5536,KOTAK MAHINDRA,Education,11.5,49,1,3022976,46352,42,807,3192000,12,85,0,4.3
5537,KOTAK MAHINDRA,Automobile,6.5,30,0,3810089,30957,20.1,819,824600,7,90,4000,4.3
5538,KOTAK MAHINDRA,Automobile,8.5,28,0,918612,22353,14.4,729,339000,7,90,4000,4.3
5539,KOTAK MAHINDRA,Automobile,7.5,58,0,3365907,9172,22,776,453600,7,90,4000,4.3
5540,KOTAK MAHINDRA,Home,6.5,56,0,2422500,20389,16.5,818,6426000,30,75,48195,4.3
5541,KOTAK MAHINDRA,Automobile,6.5,32,0,1114692,21718,22.8,812,398400,7,90,4000,4.3
5542,KOTAK MAHINDRA,Home,6.7,29,0,1026095,17957,14.5,752,3551000,30,75,26632.5,4.3
5543,KOTAK MAHINDRA,Education,10.5,45,0,1094590,7644,15.2,745,3176000,12,85,0,4.3
5544,KOTAK MAHINDRA,Home,6.5,50,0,1939520,16971,17.8,814,5484000,30,75,41130,4.3
5545,KOTAK MAHINDRA,Automobile,7.5,52,1,1048268,16335,18.5,799,339900,7,90,4000,4.3
